player_id,club_league_name,club_contract_valid_until,club_name,potential,value,wage,overall_rating,release_clause,country_name,age
223848,Pro League,2026,Al Hilal,86,68000000.0,84000.0,86,108800000.0,,30
222492,Bundesliga,2025,FC Bayern München,86,72500000.0,105000.0,86,119600000.0,Germany,29
216267,Premier League,2026,Liverpool,86,59500000.0,170000.0,86,110100000.0,Scotland,31
211110,Serie A,2025,Roma,86,68000000.0,130000.0,86,115600000.0,,31
210514,La Liga,"Jun 30, 2024",FC Barcelona,86,59500000.0,195000.0,86,,Portugal,30
210035,Bundesliga,2027,Bayer 04 Leverkusen,86,65500000.0,88000.0,86,111400000.0,Spain,29
208128,Serie A,2027,Inter,86,66000000.0,140000.0,86,108900000.0,,31
205452,La Liga,2026,Real Madrid,86,55500000.0,220000.0,86,113800000.0,Germany,32
204485,Pro League,2027,Al Ahli Jeddah,86,54000000.0,72000.0,86,91800000.0,,34
202811,Premier League,2027,Aston Villa,86,45000000.0,105000.0,86,85500000.0,Argentina,32
186942,La Liga,2025,FC Barcelona,86,53500000.0,220000.0,86,109700000.0,Germany,34
186153,Serie A,2025,Juventus,86,22000000.0,125000.0,86,37400000.0,Poland,35
177683,Serie A,2026,Inter,86,11500000.0,100000.0,86,19000000.0,,36
177003,La Liga,2024,Real Madrid,86,21500000.0,175000.0,86,44100000.0,Croatia,39
20801,Pro League,2025,Al Nassr,86,23000000.0,66000.0,86,36800000.0,Portugal,40
243812,La Liga,2028,Real Madrid,90,83000000.0,210000.0,85,176400000.0,,24
243715,Premier League,2027,Arsenal,89,71000000.0,130000.0,85,136700000.0,France,24
241486,La Liga,2027,FC Barcelona,89,69500000.0,160000.0,85,147700000.0,France,26
239580,Serie A,2027,Juventus,88,62500000.0,145000.0,85,110900000.0,,28
237383,Serie A,2028,Inter,90,73500000.0,95000.0,85,126800000.0,,26
232656,Serie A,2026,Milan,88,66000000.0,90000.0,85,117200000.0,France,27
232580,Premier League,2027,Arsenal,87,60000000.0,145000.0,85,115500000.0,,27
232411,Premier League,2029,Chelsea,87,68500000.0,170000.0,85,135300000.0,,27
230869,La Liga,2025,Athletic Club,86,47500000.0,38000.0,85,103300000.0,Spain,27
224458,Premier League,2027,Liverpool,86,64500000.0,180000.0,85,124200000.0,Portugal,28
220697,Premier League,2028,Tottenham Hotspur,86,63500000.0,135000.0,85,125400000.0,England,28
217870,Serie A,2028,Napoli,85,47500000.0,86000.0,85,80800000.0,Italy,31
215914,Pro League,2026,Al Ittihad,85,36000000.0,67000.0,85,57600000.0,,34
213345,Bundesliga,2027,FC Bayern München,85,57500000.0,100000.0,85,94900000.0,France,28
210935,Serie A,2027,Sassuolo,85,54500000.0,40000.0,85,92700000.0,Italy,30
209981,Pro League,2026,Al Hilal,85,26500000.0,54000.0,85,42400000.0,Morocco,34
209658,Bundesliga,2026,FC Bayern München,85,54000000.0,100000.0,85,89100000.0,,30
208722,Pro League,2027,Al Nassr,85,44500000.0,74000.0,85,71200000.0,,33
206517,Premier League,2027,Manchester City,85,57500000.0,200000.0,85,106400000.0,England,29
203574,Premier League,2026,Manchester City,86,49500000.0,180000.0,85,95300000.0,England,30
200145,Premier League,2026,Manchester United,85,37500000.0,160000.0,85,71300000.0,,33
197445,La Liga,2026,Real Madrid,85,37000000.0,200000.0,85,75900000.0,,32
186345,Premier League,2025,Newcastle United,85,37500000.0,150000.0,85,71300000.0,England,34
253149,Bundesliga,2028,Bayer 04 Leverkusen,88,57000000.0,63000.0,84,101200000.0,,24
251566,Premier League,2027,Arsenal,88,61500000.0,145000.0,84,118400000.0,,23
247851,Premier League,2028,Newcastle United,87,55500000.0,145000.0,84,109600000.0,,27
247819,Bundesliga,2027,Borussia Dortmund,87,51500000.0,56000.0,84,91400000.0,Germany,25
246430,Serie A,2026,Juventus,88,61000000.0,140000.0,84,108300000.0,,25
243580,Bundesliga,2028,RB Leipzig,87,58500000.0,77000.0,84,103800000.0,Belgium,25
241637,La Liga,2028,Real Madrid,89,58500000.0,160000.0,84,124300000.0,France,25
241084,Premier League,2027,Liverpool,84,46000000.0,165000.0,84,85100000.0,,28
240091,Premier League,2028,Tottenham Hotspur,87,42500000.0,90000.0,84,83900000.0,,28
239837,Premier League,2028,Liverpool,86,54500000.0,130000.0,84,104900000.0,Argentina,26
239301,Premier League,2027,Manchester United,87,49500000.0,140000.0,84,97800000.0,Argentina,27
237086,Bundesliga,2028,FC Bayern München,86,46000000.0,82000.0,84,79400000.0,,28
235805,Serie A,2025,Juventus,85,50500000.0,140000.0,84,89600000.0,Italy,27
235243,Bundesliga,2027,FC Bayern München,89,57500000.0,70000.0,84,99200000.0,Netherlands,25
235212,Ligue 1,2026,Paris Saint Germain,86,50500000.0,90000.0,84,97200000.0,Morocco,26
233419,La Liga,2027,FC Barcelona,84,46000000.0,210000.0,84,94300000.0,,28
232756,Serie A,2027,Milan,88,52500000.0,84000.0,84,93200000.0,England,27
229391,Premier League,2028,Fulham,85,43000000.0,110000.0,84,84900000.0,Portugal,29
227127,La Liga,2027,Real Sociedad,86,36000000.0,43000.0,84,78300000.0,,30
226754,Serie A,2027,Milan,87,50500000.0,84000.0,84,89600000.0,,27
226161,La Liga,2027,Atlético Madrid,84,42000000.0,85000.0,84,88200000.0,,30
225193,La Liga,2025,Real Sociedad,85,48000000.0,54000.0,84,104400000.0,Spain,28
224293,Pro League,2026,Al Hilal,86,47000000.0,62000.0,84,78700000.0,Portugal,28
220814,Ligue 1,2028,Paris Saint Germain,84,40500000.0,105000.0,84,74900000.0,France,29
213331,Bundesliga,2025,Bayer 04 Leverkusen,85,42500000.0,74000.0,84,75400000.0,Germany,29
212616,La Liga,2026,Atlético Madrid,84,41000000.0,85000.0,84,86100000.0,Argentina,30
212194,Bundesliga,2026,Borussia Dortmund,84,45000000.0,72000.0,84,76500000.0,Germany,28
210008,Serie A,2024,Juventus,84,42000000.0,150000.0,84,71400000.0,France,30
209989,Premier League,2025,Arsenal,84,35500000.0,140000.0,84,65700000.0,Ghana,31
208418,Pro League,2026,Al Shabab,84,41500000.0,69000.0,84,70600000.0,Belgium,31
204963,La Liga,2025,Real Madrid,84,30500000.0,185000.0,84,62500000.0,Spain,33
203841,Premier League,2026,Newcastle United,84,22500000.0,110000.0,84,42800000.0,England,33
201153,La Liga,2026,Atlético Madrid,84,41500000.0,88000.0,84,87200000.0,Spain,32
201024,Pro League,2026,Al Hilal,84,27500000.0,62000.0,84,44000000.0,,33
199503,Bundesliga,2028,Bayer 04 Leverkusen,84,35500000.0,74000.0,84,60400000.0,,32
198706,Serie A,2027,Lazio,84,40500000.0,78000.0,84,68900000.0,,32
193747,La Liga,2025,Atlético Madrid,84,29500000.0,74000.0,84,62000000.0,,33
192629,La Liga,2025,Celta de Vigo,84,18000000.0,35000.0,84,37800000.0,,37
192505,Serie A,"Jun 30, 2024",Roma,84,41500000.0,165000.0,84,,Belgium,31
192387,Serie A,2026,Lazio,84,27000000.0,84000.0,84,45900000.0,,35
189881,Serie A,2025,Roma,84,20000000.0,88000.0,84,34000000.0,,35
189513,La Liga,2026,Villarreal,84,19500000.0,54000.0,84,41000000.0,,36
188377,Premier League,2026,Manchester City,84,22000000.0,155000.0,84,40700000.0,England,34
183898,Primeira Liga,2024,Benfica,84,17500000.0,19000.0,84,35000000.0,Argentina,37
178603,Bundesliga,2024,Borussia Dortmund,84,13500000.0,66000.0,84,23000000.0,Germany,36
176580,Major League Soccer,2024,Inter Miami,84,14500000.0,14000.0,84,20300000.0,,38
264240,La Liga,2026,FC Barcelona,90,68500000.0,60000.0,83,154100000.0,Spain,20
255253,Ligue 1,2027,Paris Saint Germain,87,52000000.0,90000.0,83,100100000.0,Portugal,25
253072,Premier League,2028,Liverpool,87,52500000.0,130000.0,83,101100000.0,,25
251809,Premier League,2027,Newcastle United,87,47000000.0,105000.0,83,92800000.0,Netherlands,25
248243,La Liga,2029,Real Madrid,90,71500000.0,135000.0,83,160900000.0,France,22
246191,Premier League,2028,Manchester City,87,52500000.0,150000.0,83,101100000.0,Argentina,25
244369,La Liga,2027,Girona,84,43500000.0,41000.0,83,94600000.0,Ukraine,27
244260,Bundesliga,2027,RB Leipzig,86,48000000.0,71000.0,83,85200000.0,Spain,26
241852,Premier League,2028,Aston Villa,85,47000000.0,105000.0,83,92800000.0,France,25
241461,La Liga,2027,FC Barcelona,88,55000000.0,165000.0,83,116900000.0,Spain,25
238074,Premier League,2028,Chelsea,87,48500000.0,105000.0,83,95800000.0,England,25
237678,Premier League,2026,Liverpool,87,47000000.0,105000.0,83,90500000.0,France,25
234577,Primeira Liga,2026,Porto,89,46500000.0,14000.0,83,102300000.0,Portugal,25
233731,Premier League,2028,Newcastle United,87,52500000.0,130000.0,83,103700000.0,Sweden,25
232488,Premier League,2027,Tottenham Hotspur,87,45500000.0,95000.0,83,89900000.0,Argentina,26
231447,Bundesliga,2026,Borussia Dortmund,85,47000000.0,57000.0,83,83400000.0,Netherlands,26
230481,Série A,2026,Palmeiras,83,30000000.0,59000.0,83,54000000.0,,33
230142,La Liga,2028,Real Sociedad,83,39500000.0,54000.0,83,83000000.0,Spain,28
229582,Serie A,2027,Roma,84,36500000.0,80000.0,83,64800000.0,Italy,29
229558,Bundesliga,2026,FC Bayern München,86,44500000.0,64000.0,83,76800000.0,France,26
229237,Premier League,2027,Manchester City,84,36500000.0,140000.0,83,70300000.0,,29
228813,La Liga,2026,Girona,85,44500000.0,42000.0,83,96800000.0,,27
228251,Serie A,2026,Roma,83,38500000.0,88000.0,83,65500000.0,,28
226851,Serie A,2028,Inter,84,36500000.0,95000.0,83,63000000.0,France,29
226753,Premier League,2028,Manchester United,84,31000000.0,110000.0,83,61200000.0,,29
226268,Serie A,2026,Inter,85,42000000.0,90000.0,83,72500000.0,Italy,27
225659,La Liga,2024,Real Betis,83,32000000.0,37000.0,83,67200000.0,Argentina,30
225375,Bundesliga,2027,FC Bayern München,84,38000000.0,75000.0,83,65599999.99999999,,27
224334,La Liga,2025,Sevilla,83,26500000.0,39000.0,83,55700000.0,Argentina,33
221697,Premier League,2028,Aston Villa,83,39500000.0,120000.0,83,75100000.0,England,29
216547,Primeira Liga,2024,Benfica,83,35500000.0,25000.0,83,71000000.0,,31
216460,La Liga,2025,Atlético Madrid,84,34500000.0,71000.0,83,75000000.0,,30
216435,Serie A,2027,Napoli,83,36500000.0,78000.0,83,62100000.0,,30
216352,Pro League,2026,Al Nassr,83,30500000.0,56000.0,83,48800000.0,Croatia,32
213661,La Liga,2026,FC Barcelona,85,38500000.0,155000.0,83,81800000.0,Denmark,29
212218,Pro League,2026,Al Nassr,84,33500000.0,59000.0,83,56100000.0,Spain,30
212190,Bundesliga,2026,Borussia Dortmund,84,36500000.0,60000.0,83,64800000.0,,29
210413,Serie A,2027,Lazio,83,31500000.0,68000.0,83,53600000.0,,30
210324,Bundesliga,2027,Bayer 04 Leverkusen,83,35000000.0,74000.0,83,59500000.0,,32
209499,Pro League,2026,Al Ittihad,83,31000000.0,59000.0,83,49600000.0,,31
208574,Serie A,2026,Juventus,83,35000000.0,130000.0,83,59500000.0,,32
208093,La Liga,2027,Villarreal,83,30500000.0,54000.0,83,64099999.99999999,,33
207862,Bundesliga,2026,SC Freiburg,83,30500000.0,43000.0,83,51900000.0,,31
206113,Bundesliga,2026,FC Bayern München,83,38500000.0,82000.0,83,63500000.0,,29
205498,Premier League,2025,Arsenal,83,25500000.0,125000.0,83,47200000.0,Italy,33
204638,Bundesliga,2027,RB Leipzig,83,30000000.0,67000.0,83,51000000.0,Hungary,32
202556,La Liga,2025,Atlético Madrid,83,36500000.0,84000.0,83,76700000.0,Netherlands,31
201535,Premier League,2024,Manchester United,83,30000000.0,135000.0,83,57000000.0,,31
199845,Serie A,2025,Inter,83,9500000.0,67000.0,83,15700000.0,Italy,37
192984,Bundesliga,2024,VfL Wolfsburg,83,19000000.0,50000.0,83,32299999.999999996,Belgium,32
189511,Major League Soccer,2025,Inter Miami,83,12500000.0,14000.0,83,17500000.0,,36
188943,Bundesliga,2026,Eintracht Frankfurt,83,18000000.0,42000.0,83,30600000.0,,34
180930,Süper Lig,2025,Fenerbahçe,83,12500000.0,43000.0,83,23800000.0,,39
178509,Serie A,2024,Milan,83,12500000.0,72000.0,83,21300000.0,France,38
155862,La Liga,2024,Sevilla,83,6500000.0,28000.0,83,13700000.0,,39
262621,La Liga,2027,Valencia,85,33500000.0,30000.0,82,72900000.0,,24
256516,La Liga,2027,Athletic Club,88,47500000.0,29000.0,82,109300000.0,Spain,22
252145,Ligue 1,2026,Paris Saint Germain,87,43500000.0,63000.0,82,83700000.0,Portugal,22
251517,Premier League,2028,Manchester City,88,46000000.0,95000.0,82,94300000.0,Croatia,23
247394,Premier League,2028,Tottenham Hotspur,86,43500000.0,100000.0,82,85900000.0,Sweden,24
247090,Premier League,2032,Chelsea,88,48500000.0,110000.0,82,101900000.0,Argentina,24
245367,Bundesliga,"Jun 30, 2024",RB Leipzig,89,60500000.0,71000.0,82,,Netherlands,22
244675,La Liga,2032,Athletic Club,87,46000000.0,34000.0,82,100100000.0,,24
243576,Premier League,2028,Tottenham Hotspur,85,38500000.0,80000.0,82,76000000.0,,25
243245,Primeira Liga,2028,Benfica,86,44000000.0,18000.0,82,91300000.0,,24
242516,Premier League,2028,Liverpool,86,44000000.0,120000.0,82,84700000.0,Netherlands,25
241671,Süper Lig,2028,Fenerbahçe,84,26000000.0,38000.0,82,51400000.0,Croatia,30
241651,Primeira Liga,2028,Sporting CP,87,45000000.0,22000.0,82,93400000.0,Sweden,26
241464,Premier League,2028,Aston Villa,84,33500000.0,95000.0,82,66200000.0,Spain,28
240950,Primeira Liga,2027,Sporting CP,85,40500000.0,22000.0,82,84000000.0,,26
240679,Serie A,2025,Atalanta,84,38000000.0,62000.0,82,67500000.0,Netherlands,27
237679,Ligue 1,2028,Paris Saint Germain,85,42000000.0,90000.0,82,80900000.0,France,26
236987,Premier League,2027,Aston Villa,85,37500000.0,80000.0,82,74100000.0,France,25
236499,Premier League,2026,Aston Villa,84,38000000.0,100000.0,82,75100000.0,,26
235790,Premier League,2028,Arsenal,87,46000000.0,110000.0,82,88600000.0,Germany,25
235410,La Liga,2025,Sevilla,83,36500000.0,42000.0,82,79400000.0,Morocco,27
234396,Bundesliga,2025,FC Bayern München,87,43500000.0,59000.0,82,75000000.0,,24
234236,Bundesliga,2027,Bayer 04 Leverkusen,82,33000000.0,73000.0,82,56100000.0,,29
233934,Premier League,2026,Arsenal,84,29000000.0,88000.0,82,55800000.0,England,26
233927,Premier League,2027,West Ham United,83,36500000.0,85000.0,82,72100000.0,,27
233486,La Liga,2026,Real Sociedad,85,35500000.0,41000.0,82,77200000.0,Spain,28
233084,La Liga,2027,Atlético Madrid,85,37000000.0,59000.0,82,80500000.0,Argentina,27
232498,La Liga,2028,Rayo Vallecano,82,30500000.0,32000.0,82,64099999.99999999,,30
232363,Ligue 1,2028,Paris Saint Germain,82,26500000.0,90000.0,82,49000000.0,,30
231936,Premier League,2028,Arsenal,84,35000000.0,110000.0,82,67400000.0,,27
231677,Premier League,2028,Manchester United,83,36500000.0,130000.0,82,72100000.0,,27
231521,Bundesliga,2028,Bayer 04 Leverkusen,85,41500000.0,59000.0,82,73700000.0,Argentina,26
231410,La Liga,2027,Real Madrid,86,43500000.0,145000.0,82,92400000.0,,25
230938,Pro League,2026,Al Ahli Jeddah,84,34000000.0,46000.0,82,60400000.0,,28
230666,Premier League,2027,Arsenal,82,34000000.0,135000.0,82,62900000.0,,28
230375,Série A,2026,Athletico Paranaense,82,21000000.0,23000.0,82,39900000.0,,33
230182,Série A,2026,Palmeiras,82,26000000.0,33000.0,82,46800000.0,,25
229906,Premier League,2027,Aston Villa,83,36500000.0,100000.0,82,72100000.0,,27
229668,La Liga,2024,Atlético Madrid,83,29000000.0,65000.0,82,63100000.0,,29
228618,La Liga,2025,Real Madrid,82,27500000.0,160000.0,82,56400000.0,,29
227796,Serie A,2027,Milan,85,41500000.0,77000.0,82,73700000.0,United States,26
227535,Premier League,2026,Tottenham Hotspur,85,39500000.0,100000.0,82,78000000.0,,27
225341,La Liga,2026,Osasuna,82,25500000.0,39000.0,82,53600000.0,Spain,31
225116,Serie A,2024,Napoli,84,28500000.0,51000.0,82,50600000.0,,28
224987,Serie A,2027,Lazio,82,21000000.0,51000.0,82,35700000.0,Italy,31
223959,Süper Lig,2028,Galatasaray,82,28500000.0,53000.0,82,54200000.0,,29
223334,Premier League,2028,Newcastle United,83,35500000.0,125000.0,82,70100000.0,,28
222737,Pro League,2027,Al Hilal,82,33500000.0,56000.0,82,53600000.0,,28
222077,Serie A,2028,Juventus,86,38500000.0,105000.0,82,68300000.0,,27
220901,Premier League,"Jun 30, 2024",Arsenal,84,28000000.0,56000.0,82,,Spain,29
220834,Ligue 1,2026,Paris Saint Germain,82,32500000.0,105000.0,82,60100000.0,Spain,29
220502,Serie A,2025,Lazio,82,30500000.0,73000.0,82,51900000.0,,29
219522,La Liga,2026,Cádiz,82,20500000.0,32000.0,82,43100000.0,,32
216594,La Liga,2026,Real Betis,82,30000000.0,36000.0,82,63000000.0,,31
216201,La Liga,2028,Athletic Club,82,30000000.0,40000.0,82,63000000.0,Ghana,30
215441,Bundesliga,2026,VfB Stuttgart,82,33000000.0,41000.0,82,56100000.0,,29
214997,La Liga,2026,Atlético Madrid,82,31000000.0,77000.0,82,65099999.99999999,Argentina,30
213516,Primeira Liga,2026,Sporting Braga,82,30500000.0,24000.0,82,61000000.0,Portugal,30
212523,Pro League,2026,Al Nassr,82,30000000.0,59000.0,82,48000000.0,,31
212242,Bundesliga,2026,Bayer 04 Leverkusen,82,27000000.0,65000.0,82,45900000.0,Germany,30
211688,La Liga,2027,Valencia,82,27500000.0,46000.0,82,57800000.0,Spain,29
210411,Pro League,2026,Al Nassr,82,30500000.0,59000.0,82,48800000.0,Portugal,30
210406,Serie A,2026,Napoli,82,29500000.0,72000.0,82,50200000.0,Poland,30
210047,Premier League,2025,Newcastle United,82,21000000.0,115000.0,82,39900000.0,,33
209889,Bundesliga,2026,FC Bayern München,82,27000000.0,72000.0,82,44600000.0,Portugal,31
209297,Süper Lig,2027,Fenerbahçe,82,29000000.0,48000.0,82,55100000.0,,32
208920,Premier League,2027,Manchester City,83,29000000.0,135000.0,82,55800000.0,Netherlands,30
208333,Bundesliga,2026,Borussia Dortmund,82,26000000.0,57000.0,82,44200000.0,,31
207421,Premier League,2027,Arsenal,82,31000000.0,140000.0,82,57400000.0,Belgium,30
207410,Premier League,2027,Manchester City,82,29500000.0,150000.0,82,54600000.0,Croatia,30
205988,Premier League,2027,Manchester United,82,29500000.0,120000.0,82,56100000.0,England,29
204935,Premier League,2027,Everton,83,23500000.0,45000.0,82,46400000.0,England,31
204923,Bundesliga,2027,Borussia Dortmund,82,29500000.0,63000.0,82,50200000.0,,31
204883,Ligue 1,2028,Lens,83,23500000.0,40000.0,82,46400000.0,France,30
204525,La Liga,2025,FC Barcelona,82,20000000.0,145000.0,82,41000000.0,,33
202652,Premier League,2027,Chelsea,82,30500000.0,130000.0,82,58000000.0,,30
202648,La Liga,2028,Mallorca,82,29500000.0,40000.0,82,62000000.0,,31
200724,La Liga,2024,Real Madrid,82,14500000.0,155000.0,82,29700000.0,,35
199451,Ligue 1,2024,Monaco,82,24500000.0,73000.0,82,46600000.0,,34
199434,Süper Lig,2025,Fenerbahçe,82,14500000.0,52000.0,82,27600000.0,,36
198176,Serie A,2025,Inter,82,21000000.0,86000.0,82,34700000.0,Netherlands,33
196978,Premier League,2025,Newcastle United,82,25500000.0,135000.0,82,48500000.0,,33
193041,Ligue 1,2024,Paris Saint Germain,82,3400000.0,46000.0,82,6300000.0,,38
192883,Serie A,2024,Inter,82,14500000.0,95000.0,82,23900000.0,,36
192563,Premier League,2025,Fulham,82,16000000.0,76000.0,82,30400000.0,,33
192366,Primeira Liga,2025,Benfica,82,8000000.0,14000.0,82,16000000.0,Argentina,37
190941,Bundesliga,2026,Bayer 04 Leverkusen,82,10000000.0,50000.0,82,17000000.0,Finland,35
189596,Bundesliga,2025,FC Bayern München,82,19000000.0,75000.0,82,31400000.0,Germany,35
189509,Premier League,2024,Liverpool,82,24000000.0,125000.0,82,44400000.0,,34
189332,Major League Soccer,2024,Inter Miami,82,11000000.0,13000.0,82,15400000.0,,36
188350,Bundesliga,2024,Borussia Dortmund,82,14500000.0,60000.0,82,24700000.0,,35
185122,Bundesliga,2025,RB Leipzig,82,10000000.0,50000.0,82,17000000.0,Hungary,34
173608,La Liga,"Jun 30, 2024",Real Madrid,82,19500000.0,19000.0,82,,Spain,35
263578,La Liga,2028,FC Barcelona,89,53000000.0,70000.0,81,119300000.0,,21
259583,Premier League,2030,Tottenham Hotspur,86,35500000.0,62000.0,81,70100000.0,,22
255565,Premier League,2027,Brighton & Hove Albion,81,28000000.0,95000.0,81,53200000.0,,27
253306,Ligue 1,2028,Paris Saint Germain,86,36500000.0,69000.0,81,70300000.0,,24
252154,Serie A,2026,Atalanta,87,33000000.0,37000.0,81,62700000.0,Italy,24
248148,La Liga,2027,Real Sociedad,86,35500000.0,33000.0,81,77200000.0,Spain,26
247679,Bundesliga,2028,Bayer 04 Leverkusen,86,40000000.0,60000.0,81,71000000.0,,24
247263,Bundesliga,2028,Bayer 04 Leverkusen,85,33000000.0,49000.0,81,58600000.0,,26
247103,Eredivisie,2028,Feyenoord,84,30500000.0,21000.0,81,45000000.0,,27
246875,Bundesliga,2026,Bayer 04 Leverkusen,87,37500000.0,49000.0,81,71300000.0,,24
246657,La Liga,2024,Las Palmas,84,26500000.0,20000.0,81,57600000.0,,27
245155,Premier League,2028,West Ham United,86,39500000.0,71000.0,81,78000000.0,Ghana,24
242458,La Liga,2028,Girona,84,34000000.0,39000.0,81,74000000.0,Ukraine,27
242444,La Liga,"Jun 30, 2024",FC Barcelona,87,41000000.0,60000.0,81,,Portugal,25
241788,Primeira Liga,2024,Porto,81,25500000.0,21000.0,81,51000000.0,,32
240690,Serie A,2026,Fiorentina,82,31000000.0,68000.0,81,55000000.0,Argentina,27
239807,Serie A,"Jun 30, 2024",Inter,85,36500000.0,22000.0,81,,Italy,25
237942,Premier League,2027,Brighton & Hove Albion,83,29500000.0,82000.0,81,58300000.0,,27
237681,La Liga,2029,Real Sociedad,88,52500000.0,40000.0,81,120800000.0,,23
236772,Premier League,2028,Liverpool,86,39500000.0,100000.0,81,76000000.0,Hungary,24
236401,Bundesliga,2026,FC Bayern München,83,29500000.0,60000.0,81,50900000.0,Morocco,27
236045,La Liga,2025,Atlético Madrid,81,22500000.0,60000.0,81,47300000.0,,31
235944,La Liga,2028,Real Sociedad,82,30000000.0,42000.0,81,65300000.0,,28
235844,Premier League,2028,West Ham United,84,31000000.0,71000.0,81,61200000.0,Mexico,27
234642,Pro League,2026,Al Ahli Jeddah,81,13500000.0,35000.0,81,23000000.0,,33
234574,Premier League,2028,Manchester United,84,32500000.0,95000.0,81,64200000.0,Portugal,26
233195,Bundesliga,2026,RB Leipzig,83,29000000.0,54000.0,81,51500000.0,,27
233096,Serie A,2025,Inter,81,25000000.0,80000.0,81,41300000.0,Netherlands,29
233049,Bundesliga,"Jun 30, 2024",Borussia Dortmund,86,39000000.0,110000.0,81,,,25
232730,Serie A,2027,Lazio,82,30500000.0,60000.0,81,54100000.0,,28
231943,Premier League,2027,Tottenham Hotspur,82,31000000.0,100000.0,81,61200000.0,,27
