player_id,name,height_cm,weight_kg,preferred_foot,weak_foot,skill_moves,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,fk_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,composure,defensive_awareness,standing_tackle,sliding_tackle,CB,LB,RB,LWB,RWB,CDM,CM,CAM,LM,RM,LW,RW,ST,CF,Playmakers_Technicians,Clinical_Finishers_GoalPoachers,Defensive_Walls_Destroyers,Physical_Speed_Based_Players,Attacking Work Rate,Defensive Work Rate
186153,Wojciech Szczęsny,196,90,1,3,1,12,12,16,32,14,11,16,14,36,22,51,47,55,82,51,55,70,45,65,14,40,15,14,48,18,65,20,13,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
177683,Yann Sommer,183,77,1,4,1,13,13,10,40,8,15,12,13,36,25,48,54,55,82,58,62,68,45,68,12,38,21,15,64,24,54,9,19,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
177003,Luka Modrić,172,66,1,4,4,86,72,55,90,76,84,85,78,90,90,75,70,92,85,92,79,67,76,58,82,62,79,76,90,83,91,70,73,72,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1
20801,Cristiano Ronaldo,187,85,1,4,5,78,87,87,79,83,77,79,76,70,86,73,80,76,87,61,92,93,80,76,85,62,29,90,78,90,92,24,32,24,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,2,0
243812,Rodrygo,174,64,1,4,4,79,86,67,80,67,87,80,73,73,86,89,88,87,84,84,76,77,81,59,77,54,21,84,83,82,85,24,34,30,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1
243715,William Saliba,193,85,1,3,2,58,35,75,84,34,74,55,35,78,82,77,86,50,85,59,60,88,72,87,23,83,83,43,62,47,85,86,87,85,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
241486,Jules Koundé,180,75,1,3,3,62,47,80,82,32,72,42,26,75,77,85,83,71,86,74,48,90,78,80,40,78,86,47,62,43,82,87,86,84,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2
239580,Bremer,187,84,1,2,2,46,49,85,69,38,62,42,24,69,65,78,86,65,79,67,68,93,76,87,39,84,84,58,45,43,78,86,87,84,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2
237383,Alessandro Bastoni,190,75,0,3,2,70,26,82,80,35,73,55,36,84,77,68,77,60,86,57,50,86,81,83,40,83,87,39,69,47,84,87,86,83,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2
232656,Theo Hernández,184,81,0,3,3,84,67,74,81,78,83,74,75,68,79,92,94,78,85,76,84,90,90,81,75,82,78,80,73,75,80,74,81,80,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,2,1
232580,Gabriel,190,87,0,2,2,38,37,87,80,28,54,47,27,76,71,61,77,51,85,37,62,87,71,86,30,87,86,44,59,40,74,85,84,85,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2
232411,Christopher Nkunku,177,68,1,3,5,80,85,62,85,70,88,82,80,80,87,82,81,88,83,90,79,75,75,63,78,55,62,86,83,71,82,62,62,52,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,1
230869,Unai Simón,190,89,1,3,1,16,14,18,38,17,12,20,14,34,16,48,50,37,80,47,57,74,44,76,13,29,26,14,48,24,46,11,18,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
224458,Diogo Jota,178,70,1,5,4,73,85,86,77,79,83,77,58,72,85,85,80,86,88,87,86,91,80,75,76,85,56,88,78,69,83,53,57,45,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,2,2
220697,James Maddison,175,73,1,4,4,83,80,35,86,77,86,86,86,85,88,78,66,84,80,83,83,58,78,53,83,70,44,85,88,74,88,59,65,42,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,2,1
217870,Giovanni Di Lorenzo,183,82,1,3,3,80,66,76,80,60,78,69,69,74,79,85,85,78,84,78,72,88,90,78,69,78,83,71,66,59,77,82,83,81,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,1
215914,N'Golo Kanté,168,70,1,3,2,68,64,54,80,56,78,49,49,74,81,74,64,78,87,92,71,70,82,70,65,87,88,72,77,54,82,88,90,85,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,2
213345,Kingsley Coman,181,75,1,3,5,81,75,61,80,78,88,83,70,74,87,92,86,92,85,84,83,79,68,66,73,38,23,83,82,65,78,29,27,21,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1
210935,Domenico Berardi,183,72,0,3,4,78,85,62,85,78,86,79,75,79,87,82,82,92,85,87,83,75,78,64,80,85,25,86,83,76,78,42,30,30,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,2,1
209981,Yassine Bounou,195,78,0,2,1,15,14,14,39,13,20,12,19,44,12,38,37,47,81,29,59,66,43,69,19,25,12,10,62,24,57,20,18,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
209658,Leon Goretzka,189,82,1,4,3,75,81,86,85,71,84,76,73,83,84,75,80,75,85,73,85,92,83,89,86,83,85,81,82,60,83,74,83,76,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,2,1
208722,Sadio Mané,174,69,1,4,4,78,83,78,83,75,85,77,64,71,86,82,83,86,87,88,85,84,79,70,77,75,35,84,81,75,84,42,42,38,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,1
206517,Jack Grealish,180,81,1,3,4,83,76,48,85,72,89,83,74,81,90,79,74,84,84,85,76,71,83,71,79,65,49,82,87,58,88,58,54,48,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,2,2
203574,John Stones,188,76,1,4,3,63,54,84,86,44,77,52,37,79,84,69,76,69,86,59,55,85,74,77,44,80,84,58,78,52,87,86,86,84,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1
200145,Casemiro,185,84,1,3,2,68,69,84,82,68,69,77,74,83,77,56,59,60,85,63,87,84,77,87,78,92,82,75,77,66,80,84,85,83,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,2
197445,David Alaba,180,78,0,4,3,83,62,77,88,67,77,76,85,80,83,79,79,76,88,78,82,86,73,78,78,77,87,73,78,79,84,89,84,83,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
186345,Kieran Trippier,173,71,1,4,3,92,54,79,84,58,76,87,87,86,85,72,64,66,85,79,82,79,85,64,71,75,83,77,85,66,83,80,84,81,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
253149,Jeremie Frimpong,171,64,1,3,3,85,66,52,77,43,85,77,47,61,83,96,92,91,78,90,58,74,85,61,53,77,78,78,81,41,80,78,79,77,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,2,1
251566,Gabriel Martinelli,178,75,1,3,4,79,83,72,79,78,89,74,68,65,84,91,88,87,82,81,77,82,82,63,73,80,39,82,79,62,79,44,44,43,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,2,2
247851,Bruno Guimarães,182,74,1,2,3,70,72,66,87,66,85,79,62,85,85,69,72,78,86,84,79,77,87,79,77,86,82,78,86,65,87,81,84,79,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,2,2
247819,Nico Schlotterbeck,191,86,0,2,3,49,51,84,77,51,74,52,41,82,71,79,77,68,83,64,75,92,76,84,66,83,83,58,72,38,78,85,87,83,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2
246430,Dušan Vlahović,190,75,0,3,3,57,88,82,72,79,81,75,86,60,85,76,82,63,86,53,85,92,79,88,82,73,24,87,70,80,81,19,26,24,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1
243580,Loïs Openda,177,75,1,4,3,69,87,79,75,76,83,66,50,59,83,94,93,82,84,85,83,93,79,80,75,74,26,86,69,75,81,29,23,19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,2,1
241637,Aurélien Tchouaméni,188,82,1,3,3,68,65,75,85,50,78,76,53,84,81,74,72,72,83,70,78,85,83,82,75,80,84,74,82,55,83,83,83,80,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,2
241084,Luis Díaz,180,73,1,4,4,76,80,64,78,74,89,77,58,73,87,91,90,88,83,77,84,80,87,69,81,72,28,83,77,63,82,35,42,34,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,2,2
240091,Guglielmo Vicario,194,76,1,4,1,11,6,11,58,7,22,14,10,55,44,54,49,56,82,38,59,67,38,60,5,35,15,13,69,13,63,23,11,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
239837,Alexis Mac Allister,176,72,1,3,3,79,79,61,87,75,84,83,82,82,86,73,67,82,84,83,80,73,87,69,82,75,76,79,85,81,84,77,79,73,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,2,2
239301,Lisandro Martínez,178,77,0,3,3,75,52,75,83,56,76,77,55,83,81,77,70,77,84,82,73,85,75,80,64,91,85,62,76,55,87,85,87,84,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2
237086,Kim Min Jae,190,86,1,3,2,35,23,81,75,24,57,36,23,64,68,75,84,65,82,65,51,84,77,87,37,84,85,48,57,30,74,86,87,85,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2
235805,Federico Chiesa,175,70,1,4,4,75,83,53,78,84,89,78,62,76,83,92,92,89,84,84,86,76,85,70,84,74,54,84,77,62,82,51,51,48,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,2,1
235243,Matthijs de Ligt,189,89,1,3,2,52,50,85,79,45,65,48,55,78,73,58,64,52,84,62,84,87,75,91,75,85,82,44,45,40,82,85,85,86,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2
235212,Achraf Hakimi,181,73,1,4,4,84,75,68,82,74,79,77,77,73,82,88,93,81,82,78,82,82,92,72,75,76,78,78,78,64,83,75,76,76,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,2,0
233419,Raphinha,176,68,0,4,4,80,78,74,78,72,87,81,79,74,85,90,91,88,84,79,83,83,86,65,79,76,55,83,80,78,80,47,54,38,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,2,2
232756,Fikayo Tomori,185,79,1,4,2,53,33,83,73,32,61,38,40,63,66,80,90,74,84,71,56,92,74,84,45,83,85,37,48,27,81,86,90,82,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2
229391,Palhinha,190,85,1,4,2,60,66,79,79,55,77,66,45,80,81,63,67,64,80,57,81,86,88,90,67,95,83,69,72,57,84,84,88,87,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,2
227127,Álex Remiro,192,79,1,4,1,12,13,13,36,15,19,14,17,29,26,40,46,70,79,40,60,68,42,73,11,34,20,11,35,24,55,14,17,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
226754,Ismaël Bennacer,175,70,0,3,4,74,67,62,85,64,86,79,73,83,85,84,76,87,83,89,85,79,84,71,74,86,83,75,81,72,87,78,83,80,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,2,1
226161,Marcos Llorente,184,74,1,4,3,76,81,67,83,66,82,75,63,82,81,87,91,83,83,68,84,84,91,77,79,80,83,84,81,65,79,79,82,74,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,1,2,1
225193,Mikel Merino,189,83,0,3,3,77,79,87,86,58,83,80,69,84,85,72,72,74,86,73,85,89,83,80,79,83,85,83,83,70,80,80,84,76,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,2,2
224293,Rúben Neves,180,83,1,4,3,83,66,53,88,82,74,85,81,88,83,59,55,64,82,72,86,63,80,67,83,82,81,62,87,77,88,79,79,79,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,2
220814,Lucas Hernández,184,79,0,2,2,78,53,82,78,46,65,59,39,66,77,74,78,69,85,69,62,87,69,78,51,90,83,66,71,42,80,85,85,84,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2
213331,Jonathan Tah,195,94,1,4,2,39,32,86,78,33,60,37,27,68,67,55,79,49,83,40,60,87,75,92,26,83,82,36,56,38,79,85,85,80,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
